the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng
0101000020E61000008BFE0F9026CA52C0E89CB1D4ABF84340,0101000020110F0000AC3C685F86EA5FC11E39575DC6875241,108,171796,Se 10th/South,no,39.94274386093622,-75.15860368310875
0101000020E6100000010A20F01FCA52C009BD9D61D3F94340,0101000020110F000039DDAF1E7BEA5FC1ECD797C80D895241,109,171801,Ne 11th/Market,no,39.95176334573814,-75.15819934014145
0101000020E61000008F9AB8F634C952C0210F713399F94340,0101000020110F000088B913FEEBE85FC1C0008B53CD885241,110,171802,Nw 2nd/Market,no,39.94998782177414,-75.1438576510211
0101000020E610000073385E81D2CA52C0D38B95F15DFA4340,0101000020110F0000F0E63A6FAAEB5FC178A5384DA7895241,111,171803,Se 18th/Cherry,no,39.95599193384228,-75.16909822655889
0101000020E6100000EB1EED5138CA52C02E6419FDA2F94340,0101000020110F000059A50389A4EA5FC148137F2BD8885241,112,171804,1133/Chestnut,no,39.950286519430264,-75.15968750149084
0101000020E6100000EF114925F5C952C0F705579594F94340,0101000020110F00009011CA6E32EA5FC1ED5BED35C8885241,113,171805,Nw 9th/Chestnut,no,39.949846904270025,-75.15558750282047
0101000020E610000048D87A40A8CA52C028545D3206F84340,0101000020110F00001632A8A962EB5FC1BA5DB4E30E875241,114,171806,Se Broad/Washington,no,39.93768910939281,-75.16651927944724
0101000020E61000008B2DBED143C752C0B3FC7C2C8DFF4340,0101000020110F0000A41FE98A9FE55FC15CED6C44668F5241,115,171807,SW Kensington/Allegheny,no,39.99649578192602,-75.11351436206876
0101000020E61000001A073F0346C952C04375F05599F94340,0101000020110F00008680A9F308E95FC1A60FC379CD885241,116,171808,237 Market Street,yes,39.949991934214744,-75.1448982348924
0101000020E6100000002019CD0ECA52C00869EB3897F94340,0101000020110F00009550E1025EEA5FC1F8B76122CB885241,117,171809,Sw 10th/Chestnut,no,39.94992743963854,-75.1571533913957
0101000020E61000003E121D1863CA52C0B2E9A7C1A2FA4340,0101000020110F000068600231EDEA5FC1B85B958BF3895241,118,171810,NW Broad & Vine St.,no,39.95809193323966,-75.16229822958937
0101000020E6100000906FC1B073CA52C0BE55A85F2CFA4340,0101000020110F0000DC5DC16109EB5FC1D8A8546170895241,119,171812,1401 Arch (Broad & Arch),no,39.95447917670707,-75.16331118478979
0101000020E610000037EC421628CA52C0DAA86871A2F94340,0101000020110F0000E10733F688EA5FC1C999BC90D7885241,120,171813,Nw 11th/Chestnut,no,39.95026986704188,-75.15869671378537
0101000020E610000019529A9891CA52C07C2C861B11FA4340,0101000020110F00007F72FB2D3CEB5FC19EE3C62B52895241,121,171815,Nw 15th/JFK Boulevard,yes,39.95364707995847,-75.16513648100262
0101000020E610000002FF68733BCB52C08847F1AFE2F94340,0101000020110F000047F4E7B15CEC5FC1D651B9BD1E895241,122,171816,Sw 21/Chestnut,yes,39.952230446636406,-75.17550359014061
0101000020E6100000244D14388ECA52C07FE6AAF961F94340,0101000020110F00003C85807136EB5FC1F209E52490885241,123,171817,230 S Broad (Broad & Locust),yes,39.94830246777291,-75.16493036253502
0101000020E61000004660D4A31ECB52C03B122EE67B044440,0101000020110F00007885BDC12BEC5FC1DFF3758DDE945241,124,171818,NE Germantown & Armat,no,40.03503110169955,-75.17374511470652
0101000020E6100000DBA8F0EE7DCA52C072D88DA4CBF94340,0101000020110F00009BADCCC71AEB5FC14FF2C63505895241,125,171819,South Penn & Broad (Ritz Carlton),yes,39.951527184734815,-75.16393636228479
0101000020E61000000747BA548FCA52C0C99F7D3102FA4340,0101000020110F0000F881015538EB5FC1EE52ACA541895241,126,171820,Nw Broad/JFK Boulevard,yes,39.953191934909746,-75.16499822798879
0101000020E61000007727A44694CB52C0CA36C4099FF94340,0101000020110F0000CF3DC792F3EC5FC1E4C210CBD3885241,127,171821,Sw 25th/Locust,yes,39.950165959174754,-75.18092504530601
0101000020E610000044ACFB9873CA52C0D8404C3229FA4340,0101000020110F00000416603909EB5FC17C842CDC6C895241,128,171822,Sw Broad/Arch,yes,39.95438221667581,-75.16330551698144
0101000020E6100000209A5AD6F1C952C05D65C43894F94340,0101000020110F000082E030D02CEA5FC1CF5F5ECFC7885241,129,171823,Ne 9th/Chestnut,yes,39.949835868736706,-75.15538557861191
0101000020E6100000CB912958D4CA52C083ED7A9395F94340,0101000020110F000040F0EB8EADEB5FC1A4427B4FC9885241,130,171824,SW 17/Walnut,yes,39.9498772001489,-75.16921047267458
0101000020E6100000527C88F8EDCA52C081633A999BF94340,0101000020110F0000581D5F16D9EB5FC1F23F8AFBCF885241,131,171826,Sw 18th/Walnut,yes,39.95006099082003,-75.17077458695101
0101000020E6100000CEF92A890FCA52C0031DCE9C9CF94340,0101000020110F000021E355425FEA5FC155561E1BD1885241,132,171827,Nw 10th/Chestnut,yes,39.95009193481567,-75.15719823071342
0101000020E6100000D5A550639DC252C017EF1A12BE044440,0101000020110F00001E70A479B9DD5FC1140563F427955241,718,174435,SW corner Frankford Ave and Ryan Ave,yes,40.03705049815306,-75.04085619807968
0101000020E61000005597916E29C952C0AD5813DF30FB4340,0101000020110F000067948C67D8E85FC116489603918A5241,719,174439,Nw 3rd/Fairmount,yes,39.962428936430435,-75.14315380304227
0101000020E61000009C7F972C11CA52C089DDDBED76FD4340,0101000020110F0000F5EBC40A62EA5FC124037D0F168D5241,720,174440,Ne Broad/Montgomery,yes,39.980191929203166,-75.15729822916768
0101000020E6100000C849DF7407CA52C0228A302ED4FD4340,0101000020110F00000B90208951EA5FC1A658356B7D8D5241,721,174441,Se Broad/Norris,yes,39.98303773279282,-75.15670511060227
0101000020E61000009BB205AFD3CD52C038E1344965044440,0101000020110F00009FAD17F6C4F05FC145F10F78C5945241,722,174442,Nw Ridge/Green Ln.,no,40.03434100229282,-75.21604514652647
0101000020E61000001BE9041D4FCA52C056E5AFA729F94340,0101000020110F0000ECBA8140CBEA5FC117FF36C051885241,723,174443,Nw 12th/Spruce,yes,39.946583710562365,-75.16107869605587
0101000020E6100000DECB7AF4A9C952C08F3729C133014440,0101000020110F00005C7AC1B6B2E95FC16D9DA6CB3A915241,724,174444,Ne Broad/Erie,yes,40.00939192307043,-75.15099822990257
0101000020E61000003321971DFCC852C02FE87A9AB5FB4340,0101000020110F00001AB81E6E8BE85FC1F9206018248B5241,725,174445,Nw 2nd/Wildley,no,39.96647959710423,-75.14038791426428
0101000020E6100000A5D40A7F70CE52C065BD911F82FA4340,0101000020110F00000D0CC052CFF15FC1F20D4C63CF895241,726,174446,Nw 52nd/Walnut,no,39.95709604850962,-75.22561622674637
0101000020E6100000241709D8EBCC52C051CFE92C36094440,0101000020110F0000D71678283BEF5FC1B08DFA6A1D9A5241,727,174447,Nw Abington/Germantown ave,no,40.07196580330368,-75.20189476859792
0101000020E61000008B5A6FE9C7CC52C0D80F06EDE8084440,0101000020110F0000626FB81FFEEE5FC1861405AFC7995241,728,174448,Se Springfield/Germantown ave,no,40.06960833354941,-75.19970165132888
0101000020E61000007A6ABC8FFFC852C065A5A329C5FE4340,0101000020110F0000977C884891E85FC19EF1278A888E5241,729,174449,Sw 5th/Huntington,no,39.99039192667514,-75.14059823417657
0101000020E61000005B8050B4AACC52C0D4C6E20CB9084440,0101000020110F0000DC2E1483CCEE5FC1E3BB1E8D92995241,730,174450,Sw Mermaid/Germantown mid block/Plaza Cleaners,no,40.06814728806572,-75.1979189668795
0101000020E6100000BB2B00EC8EC352C03B80D7F1CC034440,0101000020110F00009957AEBE53DF5FC1BEC2D87D1C945241,731,174451,Ne Greeby/Frankford/ave,no,40.02969191572671,-75.05559825913126
0101000020E61000004A3600DBC7CC52C0C0F28ED5E1084440,0101000020110F00007FDD3307FEEE5FC1FD4231D0BF995241,732,174452,Sw Springfield/Germantown ave,no,40.06939191322226,-75.19969820996008
0101000020E61000008F5A557A73CE52C0B00E4D8F4DFA4340,0101000020110F000049E54663D4F15FC1742F1A2695895241,733,174453,52nd Street btwn Locust and Irving,no,39.955491936326666,-75.22579820952727
0101000020E6100000E2164F8A5CCE52C07F9A13E40EFB4340,0101000020110F0000586F0D6DADF15FC115F3875C6B8A5241,734,174454,Se 52nd/Arch,no,39.96139193494036,-75.22439820979665
0101000020E6100000D6F9E2C007C952C0A59FAD2266FE4340,0101000020110F00004928C1329FE85FC1978CA3331F8E5241,735,174456,Se 5th/York,no,39.98749192693439,-75.14109823384874
0101000020E6100000DCED779511C952C09583008E00FE4340,0101000020110F0000330A6CE5AFE85FC1DA7DA29AAE8D5241,736,174457,Ne 5th/Susquehanna,no,39.98439192795846,-75.14169823371725
0101000020E6100000C60940056CCE52C0607E7846B3FA4340,0101000020110F000076C481B8C7F15FC19FF823D9058A5241,737,174458,Nw 52nd/Chestnut,no,39.95859604724387,-75.2253430486081
0101000020E61000002C07761D06C952C01889AE9846FB4340,0101000020110F00008A66516A9CE85FC19ADC4816A98A5241,738,174459,Nw 2nd/Brown,no,39.9630919315552,-75.14099823499845
0101000020E610000005700AF20FC952C0F067E9B431FE4340,0101000020110F00000D5CFB1CADE85FC1795F0E16E58D5241,739,174460,Sw 5th/Dauphin,no,39.985891927688385,-75.14159823436064
0101000020E6100000CC39018BC5C252C0015663138C044440,0101000020110F000078D5BAAEFDDD5FC1B2041F7FF0945241,740,174461,Sw Saint Vincent/Frankford ave,no,40.03552477217091,-75.04330706710533
0101000020E610000050FC865206C952C00F19DCAB95FE4340,0101000020110F00006CD174C49CE85FC170EE12E5538E5241,741,174462,Sw 5th/Cumberland,no,39.9889426064202,-75.14101088697612
0101000020E6100000CD8F9F6478CE52C0171E3BBF08FA4340,0101000020110F00006EE19BBCDCF15FC17BE77BE848895241,742,174463,Se 52nd/Pine,no,39.95339193712805,-75.22609820921134
0101000020E61000008216FCF86EC952C09E6A06B453034440,0101000020110F0000C080BE864EE95FC11A32B60496935241,743,174464,Se Broad/Louden,no,40.0259919196444,-75.14739822977029
0101000020E6100000B52599D602C952C0B9F4B90294FE4340,0101000020110F000019D16CD996E85FC183F7CF0D528E5241,744,174465,Se 5th/Cumberland,no,39.988891926573565,-75.14079823451796
0101000020E61000004FFFB00E6AC952C03103F0DA84034440,0101000020110F0000CB04682D46E95FC10B46A388CC935241,745,174466,Se Broad/Rockland,no,40.027491919702136,-75.14709822926419
0101000020E6100000C0C44DEF60CE52C064887C6A1BFB4340,0101000020110F0000212CF8E3B4F15FC1BFAA6C3D798A5241,746,174468,Nw 52nd/Arch,no,39.96177416878416,-75.22466642946802
0101000020E61000005C8E5A94B9C952C0F5C6931F9C004440,0101000020110F00001FC2F140CDE95FC167F2CCAA92905241,747,174469,Ne Broad/Ontario,no,40.004764506489586,-75.15195187419289
0101000020E6100000F73AE01DC8C952C0D1396A0734004440,0101000020110F0000800253F2E5E95FC1E90111411F905241,748,174491,"Broad & Allegheny, NE",no,40.00158779799279,-75.15283915421956
0101000020E6100000F23E3148ECC952C0810D00A3D5FE4340,0101000020110F000035A5816023EA5FC1C32A3BCD9A8E5241,749,174492,Ne Broad/Cumberland,no,39.990894675279385,-75.1550465088765
0101000020E6100000AED4AF6226CA52C09039EF76EBFC4340,0101000020110F0000AB03551286EA5FC1D08EFA7C7B8C5241,750,174493,Nw Broad/Jefferson,no,39.975935808953295,-75.15859286471343
0101000020E6100000B81AAC6B46CA52C0A36D14C8BBFB4340,0101000020110F000044F7877CBCEA5FC1979F02F12A8B5241,751,174494,"Broad & Ridge Corner, NW",no,39.96666813847994,-75.16054813201015
0101000020E6100000B3FB631BDBC952C00FF394279AFF4340,0101000020110F0000E69A183406EA5FC1940081A8748F5241,752,174525,Nw Broad/Glenwood,yes,39.996891925553534,-75.153998229637
0101000020E6100000D7C7F2DDD0CA52C0004C79B7CBF64340,0101000020110F0000F3B4CDA6A7EB5FC1AC72AC92B2855241,753,174526,Nw Broad/Moore,yes,39.92809194014262,-75.16899822911306
0101000020E6100000308B601251CA52C090C4DA415AFB4340,0101000020110F0000B9191D94CEEA5FC1B4E47CDFBE8A5241,754,174528,Sw Broad/Green,yes,39.96369193250678,-75.161198229104
0101000020E6100000759386D462CE52C09130D8C9D9FA4340,0101000020110F00006BEB2A1CB8F15FC16B128885308A5241,755,174529,Se 52nd/Market,yes,39.959771376191505,-75.22478211538494
0101000020E61000005C7577EB1FCA52C082A7C12D1BFD4340,0101000020110F00005B25C6167BEA5FC1506EB75EB08C5241,756,174530,Nw Broad/Oxford,yes,39.97739192920473,-75.15819822946418
0101000020E61000007BA11697CDCA52C0EA39147CECF64340,0101000020110F0000525DEA15A2EB5FC14B7744DDD6855241,757,174531,Sw Broad/Morris,yes,39.929091939807975,-75.16879822931325
0101000020E6100000DF4407E865CE52C08A7BC72DE6FA4340,0101000020110F0000C5FBD155BDF15FC1441B24403E8A5241,758,174532,Nw 52nd/Market,yes,39.96014950027809,-75.22496987066141
0101000020E61000001C37CBACC8CA52C0E899FCA21DF74340,0101000020110F0000175493BC99EB5FC14B9E694D0D865241,759,174533,Nw Broad/Tasker,yes,39.93059193929713,-75.16849822850457
0101000020E610000096B62D496BCE52C0C29436B67EFA4340,0101000020110F0000BC630C79C6F15FC1F773A19BCB895241,760,174534,Ne 52nd/Walnut,yes,39.95699193635075,-75.22529820884878
0101000020E6100000F82AD3F41CCA52C0F076A2E849FD4340,0101000020110F0000EE06250E76EA5FC135E78029E48C5241,761,174535,Nw Broad/CB Moore,yes,39.978818015411775,-75.15801735517368
0101000020E61000000241A2D369CC52C00E3ACB6026014440,0101000020110F0000B13D904F5EEE5FC1F1539AF62B915241,762,174536,Ridge Ave & Midvale,yes,40.00898370669539,-75.1939591488372
0101000020E61000004A22C08967CE52C00170E0B6A9FA4340,0101000020110F00006B025D1BC0F15FC155442F41FB895241,763,174537,Se 52nd/Chestnut,yes,39.958304271305686,-75.22506946337776
0101000020E6100000FE019E1C28CA52C09F3E3852B2FC4340,0101000020110F00006BCCFE0089EA5FC1680D4B283C8C5241,764,174538,Se Broad/Master,yes,39.97419193025893,-75.15869822912643
0101000020E6100000349D59223ACA52C0B619C64F18FC4340,0101000020110F00007E82E29DA7EA5FC163FCE17A918B5241,765,174543,Ne Broad/Parrish,no,39.96949193165658,-75.1597982287538
0101000020E610000046DD492401CA52C0C4E47E1A41FE4340,0101000020110F00002F7732CF46EA5FC1DC8E2227F68D5241,766,174544,Nw Broad/Susquehanna,no,39.9863618011091,-75.15631968701663
0101000020E6100000FDE13260B3CA52C05DD69F3EE2F74340,0101000020110F0000BF4BCB8E75EB5FC1CA040E11E7865241,767,174546,Sw Broad/Ellsworth,no,39.93659193806227,-75.16719822854061
0101000020E610000033C9AEDEAECD52C09123A3AA5A024440,0101000020110F0000874BE76D86F05FC123EB70D381925241,768,174547,Main Street (across from CVS),no,40.01839192357796,-75.21379820889415
0101000020E61000004DB6B2BFB5CA52C0B9F63D2AC8F74340,0101000020110F00003260B19679EB5FC17256F82DCA865241,769,174548,Nw Broad/Federal,no,39.935796051269286,-75.16734306766848
0101000020E6100000980000E0FBC952C01536C6FB34FE4340,0101000020110F00004D4FFEDC3DEA5FC1FFAEE5B7E88D5241,770,174549,Se Broad/Susquehanna,no,39.98599192789349,-75.15599822998263
0101000020E6100000660AE975AECA52C0176BA03EE2F74340,0101000020110F0000AFEE76356DEB5FC185A90E11E7865241,771,174550,Se Broad/Ellsworth,no,39.9365919383328,-75.16689822919724
0101000020E6100000D4F6CAE4F2C852C037A6594D2DFF4340,0101000020110F0000225E11C47BE85FC19D5FD9FBFB8E5241,772,174551,Se 5th/Sommerset,no,39.99357001187712,-75.13982505627365
0101000020E6100000F4BECBACC8CA52C098F2F0C2EFF64340,0101000020110F0000D53A94BC99EB5FC1A40D567EDA855241,773,174552,Se Broad/Morris,no,39.92919193997403,-75.16849822899877
0101000020E6100000B5C5B287B1CA52C04807AD31C6F74340,0101000020110F00005060346C72EB5FC1527517FFC7865241,774,174553,Ne Broad/Federal,no,39.935735902296585,-75.1670855756591
0101000020E610000037E96081D2CA52C039116CD79DF64340,0101000020110F0000E0783F6FAAEB5FC185BD10C47F855241,775,174554,Se Broad/Mifflin,no,39.926691940085625,-75.1690982290646
0101000020E61000007855533223CA52C0A9B84432E0FC4340,0101000020110F0000A905A9A780EA5FC18FFCEEFF6E8C5241,776,174555,Se Broad/Jefferson,no,39.97559192996534,-75.15839822900841
0101000020E6100000E7D320C735CA52C0A5CD4C875DFC4340,0101000020110F0000317D9137A0EA5FC1C7F0BF2FDE8B5241,777,174556,Nw Broad/Girard,no,39.97160426378404,-75.15953233915171
0101000020E6100000DEAF7A632BCA52C0D22E0C71BEFC4340,0101000020110F00003B0AE3918EEA5FC1291A0E97498C5241,778,174557,Nw Broad/Master,no,39.97456181616657,-75.15889822941924
0101000020E6100000502B0DFC31CB52C0E1400FB20BF84340,0101000020110F0000E663969D4CEC5FC108C6F8FA14875241,779,174558,NE 19th and Ellsworth,no,39.93785691971585,-75.17492581640295
0101000020E6100000262B09481ECA52C0A9F251120EFD4340,0101000020110F0000111C544E78EA5FC17F02D8D7A18C5241,780,174559,Se Broad/Oxford,no,39.97699193002092,-75.15809822936407
0101000020E6100000222A815342CA52C013723A74AFFB4340,0101000020110F0000E6DC1C88B5EA5FC18057E3471D8B5241,781,174560,Se Broad/Ridge,no,39.96629193166532,-75.16029822934846
0101000020E61000000762AB3BDACA52C0150B4EF07CF64340,0101000020110F00002BF9928FB7EB5FC1A76C93535B855241,782,174561,Nw Broad/Passyunk,no,39.92568782625873,-75.16956989037145
0101000020E61000008721E997ABC952C072EB93EC29014440,0101000020110F00001997337FB5E95FC171392EE52F915241,783,174562,Se/Broad/Erie,no,40.00909192297594,-75.15109823004433
0101000020E61000003FDE833ACFCA52C00824C029C5F64340,0101000020110F0000EE9C5ADEA4EB5FC1FB949150AB855241,784,174563,Se Broad/Moore,no,39.927891939944004,-75.16889822843312
0101000020E6100000648FCE24D4CA52C046DB2465A4F64340,0101000020110F00008A6BB037ADEB5FC1AADC220687855241,785,174564,Nw Broad/mifflin,no,39.92689194011341,-75.16919822856795
0101000020E6100000FAC3D6BA9DCA52C09B50D1538CF94340,0101000020110F0000D8A03CCA50EB5FC1E4AF6C10BF885241,786,174565,Ne 15th/Walnut,no,39.94959495277836,-75.16587706540295
0101000020E6100000BFF96D8807CA52C0E074F2FE0FFE4340,0101000020110F0000C9EC58AA51EA5FC16FF535B8BF8D5241,787,174566,Nw Broad/Diamond,no,39.98486315573405,-75.15670977344324
0101000020E61000007A0AA8F3CBCA52C096DECC09F3F64340,0101000020110F000096D1774D9FEB5FC1371A671FDE855241,788,174567,Nw Broad/Morris,no,39.929291939767765,-75.16869822893378
0101000020E6100000192CC69580CE52C0A5AF5198D7F94340,0101000020110F000018A3D4A6EAF15FC1EE98B07312895241,789,174570,Sw 52nd/Larchwood,no,39.95189193714695,-75.22659820893058
0101000020E6100000C64E76A247CA52C020E4837C77F94340,0101000020110F0000DE5F708CBEEA5FC15FA4A7F9A7885241,790,174746,12th/Walnut SW,no,39.948958935165365,-75.1606222300862
0101000020E610000052BBDB2F89C952C0075A021C76074440,0101000020110F0000A399D60D7BE95FC1F20B202E2C985241,791,174747,Se Haines/Ogontz,yes,40.05829191317394,-75.14899822672058
0101000020E6100000BEA756B3B8C952C087AF6F2EF9074440,0101000020110F000070BCBBC2CBE95FC17F563DA0BD985241,792,174748,Nw Middleton/Ogontz,yes,40.06229191258813,-75.15189822637964
0101000020E610000060C87F053ACA52C00F3B8D82F4F84340,0101000020110F000095EEE06CA7EA5FC1A9C965E016885241,793,174749,NW 11th/Pine,yes,39.94496185203581,-75.15979135016232
0101000020E6100000E2105CA3CFC952C0A9B881FE3D084440,0101000020110F00002EBFF3B8F2E95FC1254405FD09995241,794,174750,Se Walnut Lane/Ogontz,no,40.06439191183137,-75.15329822531524
0101000020E6100000E719A78DD4C952C04525A7B73A084440,0101000020110F00000B234A12FBE95FC100B81E5A06995241,795,174752,Nw Walnut Lane/Ogontz,yes,40.064291912664466,-75.15359822576976
0101000020E6100000CA1F45CA00CA52C0940CE33093084440,0101000020110F0000C9A74A3646EA5FC16ABB1D8968995241,796,174753,Nw 74th/Ogontz,yes,40.066991911758265,-75.15629822492988
0101000020E6100000D5A9C31D75CE52C0C81ED68329FA4340,0101000020110F00002DF7B82BD7F15FC1D79283366D895241,797,174754,Se 52nd/Spruce,yes,39.95439193682756,-75.22589820964579
0101000020E610000002886E7314CA52C092B773FC12094440,0101000020110F00007D929F9B67EA5FC1F968FC5CF6995241,798,174755,Nw 77th/Ogontz,yes,40.07089191103218,-75.15749822420187
0101000020E6100000A2994D420CCA52C05177E8CDA4FD4340,0101000020110F0000757670B159EA5FC1CBA645E8488D5241,799,174757,Se Broad/Polett,yes,39.98159192896731,-75.15699822977197
0101000020E6100000B5F60621EDCD52C0BB41868D91044440,0101000020110F00002B0FC92EF0F05FC19D047592F6945241,800,174758,Se Ridge/Fountain,yes,40.03569191985613,-75.21759820632981
0101000020E61000009DC5D99E0ACA52C0CC4A84E5CA084440,0101000020110F0000DF04F5E856EA5FC115E15D5BA6995241,801,174759,Nw Washingtone Lane/Ogontz,yes,40.0686919113119,-75.15689822451391
0101000020E61000006B88291A8EC952C0ACDB495833024440,0101000020110F000041B0316783E95FC16CD4243856925241,802,174760,Ne Broad/Hunting Park,no,40.01719192129471,-75.14929822975107
0101000020E61000002431E01ADDCC52C0862A9DD118094440,0101000020110F0000BAA7601F22EF5FC1142227D6FC995241,803,174761,Ne Willow Grove/Germantown mid block/Baker Street Bread,no,40.07106990980269,-75.20099517720934
0101000020E61000003A5EACB102C952C057F475336DFB4340,0101000020110F0000EF51B49A96E85FC1534D54DDD38A5241,804,174762,Nw 2nd/Poplar,no,39.964270050616214,-75.14078943093128
0101000020E6100000B016922C11CA52C0AF75BB6E0C094440,0101000020110F000087BBBB0A62EA5FC17CBCFE16EF995241,805,174763,Se 77th/Ogontz,no,40.07069191125208,-75.15729822412936
0101000020E610000065D6519C95CB52C0954F05BE30FA4340,0101000020110F0000EF4C27D7F5EC5FC16F936A3875895241,806,174764,Ne Schuylkill/Market,no,39.95461249598808,-75.18100650779668
0101000020E6100000C1F916D071CF52C077D7CD3DB9FA4340,0101000020110F000036FEBF6684F35FC1730272750C8A5241,807,174765,Se 60th/Walnut,no,39.95877811957228,-75.2413215851184
0101000020E61000006EC4DC1616CA52C07141C25E23094440,0101000020110F00005B8411646AEA5FC154D2FE8B089A5241,808,174766,Sw 78th/Ogontz,no,40.07139191136492,-75.15759822425181
0101000020E6100000B68970EB1FCA52C002181CA161094440,0101000020110F00000964BA167BEA5FC16C8B53A54D9A5241,809,174767,Nw 80th/Ogontz,no,40.07329191085593,-75.15819822301896
0101000020E6100000AA1098359BC952C0AB8AA3D0AD074440,0101000020110F0000E18BBBAA99E95FC112CB5AFE69985241,810,174768,Ne 69th/Ogontz,yes,40.05999191270288,-75.1500982270251
0101000020E6100000838B41F42BCA52C0BE9C2D37BAFC4340,0101000020110F0000A908CE878FEA5FC1A1800DE8448C5241,811,174769,SW Broad/Master,no,39.974432847282046,-75.15893274689556
0101000020E6100000FA917BE1BCCD52C07A1C215A35044440,0101000020110F000046B2713A9EF05FC1B3AFA04C90945241,812,174770,Sw Ridge/Lyceum,no,40.032878175895306,-75.21465336863903
0101000020E61000009736079162CE52C00B0CD4AAE3FA4340,0101000020110F0000E32E84A9B7F15FC18378BA773B8A5241,813,174771,Ne 52nd/Market,no,39.9600728545557,-75.22476602272432
0101000020E61000009E7ADA59C1CD52C0F3A253092E044440,0101000020110F000007E245D2A5F05FC16250492F88945241,814,174772,Nw Ridge/Lyceum,no,40.032654920423646,-75.21492620788419
0101000020E61000009C3BFD5707CA52C0818FA79EC7084440,0101000020110F0000FC03115851EA5FC162E565B8A2995241,815,174773,Se Washington Lane/Ogontz,no,40.06859191114109,-75.1566982243516
0101000020E6100000F3EC90E3E2CE52C09DB950C9DF054440,0101000020110F000086F275A191F25FC1F5A64A5A69965241,816,174774,Ne Ridge/Domino Ln.,no,40.045891918579606,-75.23259820130242
0101000020E6100000565D7BAB7BCE52C0D7193ABF08FA4340,0101000020110F00002EA27E4DE2F15FC124C77AE848895241,817,174775,Sw 52nd/Pine,no,39.95339193665466,-75.22629820868801
0101000020E6100000D309A85798C952C0322B94502D024440,0101000020110F00007ED310CC94E95FC1460A3B884F925241,818,174776,Broad & Hunting Park McDonalds,no,40.01700789675523,-75.14992324266431
0101000020E610000075873796F4C952C0FF395AEA9DF84340,0101000020110F0000DAE6C57B31EA5FC13D3E27F3B6875241,819,174777,Sw 8th/South,yes,39.94231919675439,-75.1555533926274
0101000020E6100000763BAD7DEBC952C087B7ABA751084440,0101000020110F00000A5F830822EA5FC131987FCE1F995241,820,174778,Nw Tulpehocken/Ogontz,no,40.064991911741394,-75.15499822537626
0101000020E6100000C092501A78CF52C0922916CE96FA4340,0101000020110F00004010E1158FF35FC15488944DE6895241,821,174779,Se 60th/Locust,no,39.95772720415256,-75.24170549267274
0101000020E6100000D7D326011BCA52C031655D2344094440,0101000020110F00003E4066BD72EA5FC143BD1BEA2C9A5241,822,174780,Nw 79th/Ogontz,no,40.0723919111282,-75.15789822379826
0101000020E6100000EBEA4E55E8CD52C0150BD6C96C044440,0101000020110F00000D996109E8F05FC11AB581CACD945241,823,174781,Nw Ridge/Dupont,no,40.03456995917637,-75.21730549532701
0101000020E61000007894CA46D1C952C0AAB5CA7037084440,0101000020110F0000ED296681F5E95FC1F07436B702995241,824,174782,Sw Walnut Lane/Ogontz,no,40.06419191263133,-75.15339822562407
0101000020E610000091117DE4C0C952C01F8DE6391D084440,0101000020110F00005F28F4ACD9E95FC1B03500A0E5985241,825,174783,Ne Homer/Ogontz,no,40.06339191205392,-75.15239822591526
0101000020E6100000CE21805046C952C06AE25A420B054440,0101000020110F000063E7E27609E95FC15F6683947D955241,826,174784,Ne Broad/Olney,no,40.039406103493846,-75.1449166537561
0101000020E6100000250A2D9F79CF52C0AD820C0D6BFA4340,0101000020110F0000AB2666AA91F35FC1B9B4FBD2B5895241,827,174785,Se 60th/Spruce,no,39.95639193640577,-75.24179820440675
0101000020E6100000A43EB851F8C952C0D32100AEA9FE4340,0101000020110F0000766BCAD237EA5FC1C26A02136A8E5241,828,174787,Nw Broad/York,no,39.98955321318103,-75.15578120224615
0101000020E6100000E719B85D19CA52C062A4386A47094440,0101000020110F00002C79F3F46FEA5FC1155F1F8D309A5241,829,174788,Ne 79th/Ogontz,no,40.07249191060761,-75.15779822329169
0101000020E6100000A1DA965EF7C852C033E7A98FBCFB4340,0101000020110F0000EB82515E83E85FC161762DCE2B8B5241,830,174851,Ne 2nd/Wildley,yes,39.96669193073321,-75.14009823543394
0101000020E6100000213D972C11CA52C0CB8BA15BABFD4340,0101000020110F0000097BC40A62EA5FC11D12D62B508D5241,831,174852,Nw Broad/Polett,yes,39.98179192913047,-75.15729822892582
0101000020E6100000288D12EDDBCB52C098C5FC2C3DFA4340,0101000020110F000045573E476DED5FC194C8FBFE82895241,697,174297,Nw 31st/Market,no,39.95499193518043,-75.18529822169933
0101000020E610000092925583FDCD52C040E3450BAF044440,0101000020110F0000F6ED3C030CF15FC157042B4917955241,698,174298,Ne Ridge/Hermitage,no,40.036591920018054,-75.21859820706075
0101000020E6100000558BE801F9CC52C096BE66135B094440,0101000020110F0000668A898451EF5FC11C4D485F469A5241,699,174300,Nw Hartwell/Germantown ave,no,40.07309191243,-75.20269820889855
0101000020E6100000B9FE1856DCC252C01A02BA0F74044440,0101000020110F00001BE2386624DE5FC11B51CDDBD5945241,700,174301,Nw Princeton/Frankford ave,no,40.034791913818665,-75.04469826165122
